Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2""","=""1S""","=""0""",1,"=""[""","=""0.00000000""","=""]""","=""0.00000015""","=""L22715"""
"=""1s.2s""","=""3S""","=""1""",3,"=""[""","=""19.819614525""","=""]""","=""0.000000005""","=""L22715c200,L20736"""
"=""1s.2s""","=""1S""","=""0""",1,"=""[""","=""20.615774823""","=""]""","=""0.000000008""","=""L22715c200,L20736"""
"=""1s.2p""","=""3P*""","=""2""",5,"=""[""","=""20.96408688908""","=""]""","=""0.000000003""","=""L22715c200,L20736"""
"=""1s.2p""","=""3P*""","=""1""",3,"=""[""","=""20.96409636464""","=""]""","=""0.000000003""","=""L22715c200,L20736"""
"=""1s.2p""","=""3P*""","=""0""",1,"=""[""","=""20.96421885051""","=""]""","=""0.000000003""","=""L22715c200,L20736"""
"=""1s.2p""","=""1P*""","=""1""",3,"=""[""","=""21.2180227112""","=""]""","=""0.0000000016""","=""L22715c200,L20736"""
"=""1s.3s""","=""3S""","=""1""",3,"=""[""","=""22.718466419""","=""]""","=""0.000000008""","=""L22715c200"""
"=""1s.3s""","=""1S""","=""0""",1,"=""[""","=""22.920317359""","=""]""","=""0.000000004""","=""L22715c200"""
"=""1s.3p""","=""3P*""","=""2""",5,"=""[""","=""23.00707314571""","=""]""","=""0.00000000004""","=""L22715c200"""
"=""1s.3p""","=""3P*""","=""1""",3,"=""[""","=""23.0070758719""","=""]""","=""0.0000000004""","=""L22715c200"""
"=""1s.3p""","=""3P*""","=""0""",1,"=""[""","=""23.0071094335""","=""]""","=""0.0000000004""","=""L22715c200"""
"=""1s.3d""","=""3D""","=""3""",7,"=""[""","=""23.07365070854""","=""]""","=""0.00000000010""","=""L22715c200,L21466"""
"=""1s.3d""","=""3D""","=""2""",5,"=""[""","=""23.07365101981""","=""]""","=""0.00000000010""","=""L22715c200,L21466"""
"=""1s.3d""","=""3D""","=""1""",3,"=""[""","=""23.07365649967""","=""]""","=""0.00000000010""","=""L22715c200,L21466"""
"=""1s.3d""","=""1D""","=""2""",5,"=""[""","=""23.07407479777""","=""]""","=""0.00000000008""","=""L22715c200,L21466"""
"=""1s.3p""","=""1P*""","=""1""",3,"=""[""","=""23.08701852960""","=""]""","=""0.00000000021""","=""L22715c200"""
"=""1s.4s""","=""3S""","=""1""",3,"=""[""","=""23.593958713""","=""]""","=""0.000000003""","=""L22715c200"""
"=""1s.4s""","=""1S""","=""0""",1,"=""[""","=""23.673570590""","=""]""","=""0.000000003""","=""L22715c200"""
"=""1s.4p""","=""3P*""","=""2""",5,"=""[""","=""23.7078912279""","=""]""","=""0.0000000008""","=""L22715c200"""
"=""1s.4p""","=""3P*""","=""1""",3,"=""[""","=""23.7078923433""","=""]""","=""0.0000000008""","=""L22715c200"""
"=""1s.4p""","=""3P*""","=""0""",1,"=""[""","=""23.7079060221""","=""]""","=""0.0000000008""","=""L22715c200"""
"=""1s.4d""","=""3D""","=""3""",7,"=""[""","=""23.73609019010""","=""]""","=""0.00000000005""","=""L22715c200,L21466"""
"=""1s.4d""","=""3D""","=""2""",5,"=""[""","=""23.73609033897""","=""]""","=""0.00000000005""","=""L22715c200,L21466"""
"=""1s.4d""","=""3D""","=""1""",3,"=""[""","=""23.73609263507""","=""]""","=""0.00000000005""","=""L22715c200,L21466"""
"=""1s.4d""","=""1D""","=""2""",5,"=""[""","=""23.73633503536""","=""]""","=""0.00000000004""","=""L22715c200,L21466"""
"=""1s.4f""","=""3F*""","=""3""",7,"=""[""","=""23.737006806968""","=""]""","=""0.000000000008""","=""L22715c200"""
"=""1s.4f""","=""3F*""","=""4""",9,"=""[""","=""23.737007692183""","=""]""","=""0.000000000006""","=""L22715c200"""
"=""1s.4f""","=""3F*""","=""2""",5,"=""[""","=""23.737008760725""","=""]""","=""0.000000000008""","=""L22715c200"""
"=""1s.4f""","=""1F*""","=""3""",7,"=""[""","=""23.737009722091""","=""]""","=""0.000000000006""","=""L22715c200"""
"=""1s.4p""","=""1P*""","=""1""",3,"=""[""","=""23.74207006880""","=""]""","=""0.00000000016""","=""L22715c200"""
"=""1s.5s""","=""3S""","=""1""",3,"=""[""","=""23.9719714182""","=""]""","=""0.0000000016""","=""L22715c200"""
"=""1s.5s""","=""1S""","=""0""",1,"=""[""","=""24.0112149898""","=""]""","=""0.0000000012""","=""L22715c200"""
"=""1s.5p""","=""3P*""","=""2""",5,"=""[""","=""24.0282250640""","=""]""","=""0.0000000005""","=""L22715c200"""
"=""1s.5p""","=""3P*""","=""1""",3,"=""[""","=""24.0282256244""","=""]""","=""0.0000000005""","=""L22715c200"""
"=""1s.5p""","=""3P*""","=""0""",1,"=""[""","=""24.0282324989""","=""]""","=""0.0000000005""","=""L22715c200"""
"=""1s.5d""","=""3D""","=""3""",7,"=""[""","=""24.042662242088""","=""]""","=""0.000000000025""","=""L22715c200,L21466"""
"=""1s.5d""","=""3D""","=""2""",5,"=""[""","=""24.042662321526""","=""]""","=""0.000000000025""","=""L22715c200,L21466"""
"=""1s.5d""","=""3D""","=""1""",3,"=""[""","=""24.042663494166""","=""]""","=""0.000000000025""","=""L22715c200,L21466"""
"=""1s.5d""","=""1D""","=""2""",5,"=""[""","=""24.042803412125""","=""]""","=""0.000000000021""","=""L22715c200,L21466"""
"=""1s.5f""","=""3F*""","=""3""",7,"=""[""","=""24.043154084167""","=""]""","=""0.000000000005""","=""L22715c200"""
"=""1s.5f""","=""3F*""","=""4""",9,"=""[""","=""24.043154465835""","=""]""","=""0.000000000004""","=""L22715c200"""
"=""1s.5f""","=""3F*""","=""2""",5,"=""[""","=""24.043155012649""","=""]""","=""0.000000000005""","=""L22715c200"""
"=""1s.5f""","=""1F*""","=""3""",7,"=""[""","=""24.043155648442""","=""]""","=""0.000000000004""","=""L22715c200"""
"=""1s.5g""","=""3G""","=""4""",9,"=""[""","=""24.0432156651818""","=""]""","=""0.0000000000012""","=""L22715c200"""
"=""1s.5g""","=""3G""","=""5""",11,"=""[""","=""24.0432160086825""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.5g""","=""3G""","=""3""",7,"=""[""","=""24.0432163209841""","=""]""","=""0.0000000000012""","=""L22715c200"""
"=""1s.5g""","=""1G""","=""4""",9,"=""[""","=""24.0432165311324""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.5p""","=""1P*""","=""1""",3,"=""[""","=""24.04580040653""","=""]""","=""0.00000000008""","=""L22715c200"""
"=""1s.6s""","=""3S""","=""1""",3,"=""[""","=""24.1689982232""","=""]""","=""0.0000000008""","=""L22715c200"""
"=""1s.6s""","=""1S""","=""0""",1,"=""[""","=""24.1911602752""","=""]""","=""0.0000000007""","=""L22715c200"""
"=""1s.6p""","=""3P*""","=""2""",5,"=""[""","=""24.20081545451""","=""]""","=""0.00000000025""","=""L22715c200"""
"=""1s.6p""","=""3P*""","=""1""",3,"=""[""","=""24.20081577498""","=""]""","=""0.00000000025""","=""L22715c200"""
"=""1s.6p""","=""3P*""","=""0""",1,"=""[""","=""24.20081970804""","=""]""","=""0.00000000025""","=""L22715c200"""
"=""1s.6d""","=""3D""","=""3""",7,"=""[""","=""24.209163110443""","=""]""","=""0.000000000016""","=""L22715c200,L21466"""
"=""1s.6d""","=""3D""","=""2""",5,"=""[""","=""24.209163157329""","=""]""","=""0.000000000016""","=""L22715c200,L21466"""
"=""1s.6d""","=""3D""","=""1""",3,"=""[""","=""24.209163835045""","=""]""","=""0.000000000016""","=""L22715c200,L21466"""
"=""1s.6d""","=""1D""","=""2""",5,"=""[""","=""24.209249793955""","=""]""","=""0.000000000012""","=""L22715c200,L21466"""
"=""1s.6f""","=""3F*""","=""3""",7,"=""[""","=""24.209454827529""","=""]""","=""0.000000000003""","=""L22715c200"""
"=""1s.6f""","=""3F*""","=""4""",9,"=""[""","=""24.2094550264796""","=""]""","=""0.0000000000021""","=""L22715c200"""
"=""1s.6f""","=""3F*""","=""2""",5,"=""[""","=""24.209455342828""","=""]""","=""0.000000000003""","=""L22715c200"""
"=""1s.6f""","=""1F*""","=""3""",7,"=""[""","=""24.2094557657828""","=""]""","=""0.0000000000021""","=""L22715c200"""
"=""1s.6g""","=""3G""","=""4""",9,"=""[""","=""24.2094918821374""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.6g""","=""3G""","=""5""",11,"=""[""","=""24.2094920807421""","=""]""","=""0.0000000000006""","=""L22715c200"""
"=""1s.6g""","=""3G""","=""3""",7,"=""[""","=""24.2094922614541""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.6g""","=""1G""","=""4""",9,"=""[""","=""24.2094923832773""","=""]""","=""0.0000000000006""","=""L22715c200"""
"=""1s.6h""","=""3H*""","=""5""",11,"=""[""","=""24.2095005571382""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.6h""","=""3H*""","=""6""",13,"=""[""","=""24.20950068659936""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.6h""","=""3H*""","=""4""",9,"=""[""","=""24.2095008041069""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.6h""","=""1H*""","=""5""",11,"=""[""","=""24.20950089178800""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.6p""","=""1P*""","=""1""",3,"=""[""","=""24.21100267716""","=""]""","=""0.00000000005""","=""L22715c200"""
"=""1s.7s""","=""3S""","=""1""",3,"=""[""","=""24.2845660369""","=""]""","=""0.0000000005""","=""L22715c200"""
"=""1s.7s""","=""1S""","=""0""",1,"=""[""","=""24.2982859057""","=""]""","=""0.0000000005""","=""L22715c200"""
"=""1s.7p""","=""3P*""","=""2""",5,"=""[""","=""24.30428920147""","=""]""","=""0.00000000016""","=""L22715c200"""
"=""1s.7p""","=""3P*""","=""1""",3,"=""[""","=""24.30428940164""","=""]""","=""0.00000000016""","=""L22715c200"""
"=""1s.7p""","=""3P*""","=""0""",1,"=""[""","=""24.30429185947""","=""]""","=""0.00000000016""","=""L22715c200"""
"=""1s.7d""","=""3D""","=""3""",7,"=""[""","=""24.309540897300""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.7d""","=""3D""","=""2""",5,"=""[""","=""24.309540927161""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.7d""","=""3D""","=""1""",3,"=""[""","=""24.309541353601""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.7d""","=""1D""","=""2""",5,"=""[""","=""24.309597381304""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.7f""","=""3F*""","=""3""",7,"=""[""","=""24.3097272911601""","=""]""","=""0.0000000000021""","=""L22715c200"""
"=""1s.7f""","=""3F*""","=""4""",9,"=""[""","=""24.3097274083893""","=""]""","=""0.0000000000016""","=""L22715c200"""
"=""1s.7f""","=""3F*""","=""2""",5,"=""[""","=""24.3097276075680""","=""]""","=""0.0000000000021""","=""L22715c200"""
"=""1s.7f""","=""1F*""","=""3""",7,"=""[""","=""24.3097278970701""","=""]""","=""0.0000000000016""","=""L22715c200"""
"=""1s.7g""","=""3G""","=""4""",9,"=""[""","=""24.3097511655788""","=""]""","=""0.0000000000006""","=""L22715c200"""
"=""1s.7g""","=""3G""","=""5""",11,"=""[""","=""24.3097512905603""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.7g""","=""3G""","=""3""",7,"=""[""","=""24.3097514043543""","=""]""","=""0.0000000000006""","=""L22715c200"""
"=""1s.7g""","=""1G""","=""4""",9,"=""[""","=""24.3097514811699""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.7h""","=""3H*""","=""5""",11,"=""[""","=""24.30975684089325""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7h""","=""3H*""","=""6""",13,"=""[""","=""24.30975692242005""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7h""","=""3H*""","=""4""",9,"=""[""","=""24.30975699641729""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7h""","=""1H*""","=""5""",11,"=""[""","=""24.30975705163464""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7i""","=""3I""","=""6""",13,"=""[""","=""24.30975862360302""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7i""","=""3I""","=""7""",15,"=""[""","=""24.30975868078527""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7i""","=""3I""","=""5""",11,"=""[""","=""24.30975873289013""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7i""","=""1I""","=""6""",13,"=""[""","=""24.30975877428610""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.7p""","=""1P*""","=""1""",3,"=""[""","=""24.31070817873""","=""]""","=""0.00000000003""","=""L22715c200"""
"=""1s.8s""","=""3S""","=""1""",3,"=""[""","=""24.3581041440""","=""]""","=""0.0000000003""","=""L22715c200"""
"=""1s.8s""","=""1S""","=""0""",1,"=""[""","=""24.3671800778""","=""]""","=""0.0000000003""","=""L22715c200"""
"=""1s.8p""","=""3P*""","=""2""",5,"=""[""","=""24.37116588077""","=""]""","=""0.00000000012""","=""L22715c200"""
"=""1s.8p""","=""3P*""","=""1""",3,"=""[""","=""24.37116601407""","=""]""","=""0.00000000012""","=""L22715c200"""
"=""1s.8p""","=""3P*""","=""0""",1,"=""[""","=""24.37116765163""","=""]""","=""0.00000000012""","=""L22715c200"""
"=""1s.8d""","=""3D""","=""3""",7,"=""[""","=""24.374680880069""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.8d""","=""3D""","=""2""",5,"=""[""","=""24.374680900214""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.8d""","=""3D""","=""1""",3,"=""[""","=""24.374681185743""","=""]""","=""0.000000000008""","=""L22715c200,L21466"""
"=""1s.8d""","=""1D""","=""2""",5,"=""[""","=""24.374719544511""","=""]""","=""0.000000000004""","=""L22715c200,L21466"""
"=""1s.8f""","=""3F*""","=""3""",7,"=""[""","=""24.3748069170618""","=""]""","=""0.0000000000012""","=""L22715c200"""
"=""1s.8f""","=""3F*""","=""4""",9,"=""[""","=""24.3748069921824""","=""]""","=""0.0000000000012""","=""L22715c200"""
"=""1s.8f""","=""3F*""","=""2""",5,"=""[""","=""24.3748071255995""","=""]""","=""0.0000000000012""","=""L22715c200"""
"=""1s.8f""","=""1F*""","=""3""",7,"=""[""","=""24.3748073302369""","=""]""","=""0.0000000000012""","=""L22715c200"""
"=""1s.8g""","=""3G""","=""4""",9,"=""[""","=""24.3748231461435""","=""]""","=""0.0000000000005""","=""L22715c200"""
"=""1s.8g""","=""3G""","=""5""",11,"=""[""","=""24.3748232298280""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.8g""","=""3G""","=""3""",7,"=""[""","=""24.3748233060576""","=""]""","=""0.0000000000005""","=""L22715c200"""
"=""1s.8g""","=""1G""","=""4""",9,"=""[""","=""24.3748233575671""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.8h""","=""3H*""","=""5""",11,"=""[""","=""24.37482704046834""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8h""","=""3H*""","=""6""",13,"=""[""","=""24.37482709508499""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8h""","=""3H*""","=""4""",9,"=""[""","=""24.37482714465648""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8h""","=""1H*""","=""5""",11,"=""[""","=""24.37482718164840""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8i""","=""3I""","=""6""",13,"=""[""","=""24.37482827854156""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8i""","=""3I""","=""7""",15,"=""[""","=""24.37482831684934""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8i""","=""3I""","=""5""",11,"=""[""","=""24.37482835175535""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8i""","=""1I""","=""6""",13,"=""[""","=""24.37482837948752""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8k""","=""3K*""","=""7""",15,"=""[""","=""24.37482875537896""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8k""","=""3K*""","=""8""",17,"=""[""","=""24.37482878370663""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8k""","=""3K*""","=""6""",13,"=""[""","=""24.37482880965292""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8k""","=""1K*""","=""7""",15,"=""[""","=""24.37482883113740""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.8p""","=""1P*""","=""1""",3,"=""[""","=""24.375466697350""","=""]""","=""0.000000000021""","=""L22715c200"""
"=""1s.9s""","=""3S""","=""1""",3,"=""[""","=""24.40777537914""","=""]""","=""0.00000000021""","=""L22715c200"""
"=""1s.9s""","=""1S""","=""0""",1,"=""[""","=""24.41408807749""","=""]""","=""0.00000000021""","=""L22715c200"""
"=""1s.9p""","=""3P*""","=""2""",5,"=""[""","=""24.41686888593""","=""]""","=""0.00000000008""","=""L22715c200"""
"=""1s.9p""","=""3P*""","=""1""",3,"=""[""","=""24.41686897915""","=""]""","=""0.00000000008""","=""L22715c200"""
"=""1s.9p""","=""3P*""","=""0""",1,"=""[""","=""24.41687012452""","=""]""","=""0.00000000008""","=""L22715c200"""
"=""1s.9d""","=""3D""","=""3""",7,"=""[""","=""24.419335565023""","=""]""","=""0.000000000005""","=""L22715c200,L21466"""
"=""1s.9d""","=""3D""","=""2""",5,"=""[""","=""24.419335579246""","=""]""","=""0.000000000005""","=""L22715c200,L21466"""
"=""1s.9d""","=""3D""","=""1""",3,"=""[""","=""24.419335779720""","=""]""","=""0.000000000005""","=""L22715c200,L21466"""
"=""1s.9d""","=""1D""","=""2""",5,"=""[""","=""24.419363117280""","=""]""","=""0.000000000004""","=""L22715c200,L21466"""
"=""1s.9f""","=""3F*""","=""3""",7,"=""[""","=""24.4194246464065""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.9f""","=""3F*""","=""4""",9,"=""[""","=""24.4194246975540""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.9f""","=""3F*""","=""2""",5,"=""[""","=""24.4194247912483""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.9f""","=""1F*""","=""3""",7,"=""[""","=""24.4194249403235""","=""]""","=""0.0000000000009""","=""L22715c200"""
"=""1s.9g""","=""3G""","=""4""",9,"=""[""","=""24.4194361579319""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.9g""","=""3G""","=""5""",11,"=""[""","=""24.41943621668346""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9g""","=""3G""","=""3""",7,"=""[""","=""24.4194362702203""","=""]""","=""0.0000000000004""","=""L22715c200"""
"=""1s.9g""","=""1G""","=""4""",9,"=""[""","=""24.41943630642235""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9h""","=""3H*""","=""5""",11,"=""[""","=""24.41943893748148""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9h""","=""3H*""","=""6""",13,"=""[""","=""24.41943897584046""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9h""","=""3H*""","=""4""",9,"=""[""","=""24.41943901065559""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9h""","=""1H*""","=""5""",11,"=""[""","=""24.41943903663648""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9i""","=""3I""","=""6""",13,"=""[""","=""24.41943982810474""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9i""","=""3I""","=""7""",15,"=""[""","=""24.41943985500943""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9i""","=""3I""","=""5""",11,"=""[""","=""24.41943987952483""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9i""","=""1I""","=""6""",13,"=""[""","=""24.41943989900212""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9k""","=""3K*""","=""7""",15,"=""[""","=""24.41944017424606""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9k""","=""3K*""","=""8""",17,"=""[""","=""24.41944019414143""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9k""","=""3K*""","=""6""",13,"=""[""","=""24.41944021236425""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9k""","=""1K*""","=""7""",15,"=""[""","=""24.41944022745362""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.9p""","=""1P*""","=""1""",3,"=""[""","=""24.419889314325""","=""]""","=""0.000000000012""","=""L22715c200"""
"=""1s.10s""","=""3S""","=""1""",3,"=""[""","=""24.44289339729""","=""]""","=""0.00000000016""","=""L22715c200"""
"=""1s.10s""","=""1S""","=""0""",1,"=""[""","=""24.44746001910""","=""]""","=""0.00000000016""","=""L22715c200"""
"=""1s.10p""","=""3P*""","=""2""",5,"=""[""","=""24.44947689179""","=""]""","=""0.00000000005""","=""L22715c200"""
"=""1s.10p""","=""3P*""","=""1""",3,"=""[""","=""24.44947695951""","=""]""","=""0.00000000005""","=""L22715c200"""
"=""1s.10p""","=""3P*""","=""0""",1,"=""[""","=""24.44947779185""","=""]""","=""0.00000000006""","=""L22715c200"""
"=""1s.10d""","=""3D""","=""3""",7,"=""[""","=""24.451273812052""","=""]""","=""0.000000000004""","=""L22715c200,L21466"""
"=""1s.10d""","=""3D""","=""2""",5,"=""[""","=""24.451273822448""","=""]""","=""0.000000000004""","=""L22715c200,L21466"""
"=""1s.10d""","=""3D""","=""1""",3,"=""[""","=""24.451273968544""","=""]""","=""0.000000000004""","=""L22715c200,L21466"""
"=""1s.10d""","=""1D""","=""2""",5,"=""[""","=""24.4512941044573""","=""]""","=""0.0000000000025""","=""L22715c200,L21466"""
"=""1s.10f""","=""3F*""","=""3""",7,"=""[""","=""24.4513390447263""","=""]""","=""0.0000000000007""","=""L22715c200"""
"=""1s.10f""","=""3F*""","=""4""",9,"=""[""","=""24.4513390811842""","=""]""","=""0.0000000000006""","=""L22715c200"""
"=""1s.10f""","=""3F*""","=""2""",5,"=""[""","=""24.4513391494830""","=""]""","=""0.0000000000007""","=""L22715c200"""
"=""1s.10f""","=""1F*""","=""3""",7,"=""[""","=""24.4513392610240""","=""]""","=""0.0000000000005""","=""L22715c200"""
"=""1s.10g""","=""3G""","=""4""",9,"=""[""","=""24.45134749576287""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10g""","=""3G""","=""5""",11,"=""[""","=""24.45134753858031""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10g""","=""3G""","=""3""",7,"=""[""","=""24.45134757760769""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10g""","=""1G""","=""4""",9,"=""[""","=""24.45134760401285""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10h""","=""3H*""","=""5""",11,"=""[""","=""24.45134954522564""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10h""","=""3H*""","=""6""",13,"=""[""","=""24.45134957318928""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10h""","=""3H*""","=""4""",9,"=""[""","=""24.45134959856946""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10h""","=""1H*""","=""5""",11,"=""[""","=""24.45134961750954""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10i""","=""3I""","=""6""",13,"=""[""","=""24.45135020548303""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10i""","=""3I""","=""7""",15,"=""[""","=""24.45135022509671""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10i""","=""3I""","=""5""",11,"=""[""","=""24.45135024296829""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10i""","=""1I""","=""6""",13,"=""[""","=""24.45135025716733""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10k""","=""3K*""","=""7""",15,"=""[""","=""24.45135046368223""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10k""","=""3K*""","=""8""",17,"=""[""","=""24.45135047818590""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10k""","=""3K*""","=""6""",13,"=""[""","=""24.45135049147044""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10k""","=""1K*""","=""7""",15,"=""[""","=""24.45135050247044""","=""]""","=""0.00000000000025""","=""L22715c200"""
"=""1s.10p""","=""1P*""","=""1""",3,"=""[""","=""24.451678459372""","=""]""","=""0.000000000008""","=""L22715c200"""
"=""1s.11s""","=""3S""","=""1""",3,"=""[""","=""24.46863473284""","=""]""","=""0.00000000015""","=""L22715c201"""
"=""1s.11s""","=""1S""","=""0""",1,"=""[""","=""24.47204427115""","=""]""","=""0.00000000016""","=""L22715c201"""
"=""1s.11p""","=""3P*""","=""2""",5,"=""[""","=""24.47355345620""","=""]""","=""0.00000000006""","=""L22715c201"""
"=""1s.11p""","=""3P*""","=""1""",3,"=""[""","=""24.47355350694""","=""]""","=""0.00000000006""","=""L22715c201"""
"=""1s.11p""","=""3P*""","=""0""",1,"=""[""","=""24.47355413070""","=""]""","=""0.00000000006""","=""L22715c201"""
"=""1s.11d""","=""3D""","=""3""",7,"=""[""","=""24.474902662536""","=""]""","=""0.000000000005""","=""L22715c201"""
"=""1s.11d""","=""3D""","=""2""",5,"=""[""","=""24.474902670366""","=""]""","=""0.000000000005""","=""L22715c201"""
"=""1s.11d""","=""3D""","=""1""",3,"=""[""","=""24.474902780107""","=""]""","=""0.000000000005""","=""L22715c201"""
"=""1s.11d""","=""1D""","=""2""",5,"=""[""","=""24.474918023431""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.11f""","=""3F*""","=""3""",7,"=""[""","=""24.4749518351194""","=""]""","=""0.0000000000010""","=""L22715c201"""
"=""1s.11f""","=""3F*""","=""4""",9,"=""[""","=""24.4749518620554""","=""]""","=""0.0000000000007""","=""L22715c201"""
"=""1s.11f""","=""3F*""","=""2""",5,"=""[""","=""24.4749519133665""","=""]""","=""0.0000000000007""","=""L22715c201"""
"=""1s.11f""","=""1F*""","=""3""",7,"=""[""","=""24.4749519987919""","=""]""","=""0.0000000000009""","=""L22715c201"""
"=""1s.11g""","=""3G""","=""4""",9,"=""[""","=""24.4749582173963""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.11g""","=""3G""","=""5""",11,"=""[""","=""24.47495824955843""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11g""","=""3G""","=""3""",7,"=""[""","=""24.4749582788797""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.11g""","=""1G""","=""4""",9,"=""[""","=""24.47495829872647""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11h""","=""3H*""","=""5""",11,"=""[""","=""24.47495977006741""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11h""","=""3H*""","=""6""",13,"=""[""","=""24.47495979107690""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11h""","=""3H*""","=""4""",9,"=""[""","=""24.47495981014518""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11h""","=""1H*""","=""5""",11,"=""[""","=""24.47495982437534""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11i""","=""3I""","=""6""",13,"=""[""","=""24.47496027223875""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11i""","=""3I""","=""7""",15,"=""[""","=""24.47496028697489""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11i""","=""3I""","=""5""",11,"=""[""","=""24.47496030040201""","=""]""","=""0.00000000000025""","=""L22715c201"""
