   j      e(j)         levid         stwt


  6.5881E-16 6.1148E-16 5.6695E-16 5.2485E-16 4.8625E-16 4.6001E-16 4.7625E-16
  5.9039E-16 8.5149E-16 1.2508E-15 1.7054E-15 2.0986E-15 2.3383E-15 2.3859E-15
  2.2699E-15 2.0352E-15 1.7430E-15 1.4381E-15 1.1501E-15 8.9841E-16 6.8932E-16
  5.2055E-16 3.8890E-16 2.8685E-16 2.1068E-16 1.5387E-16 1.1068E-16 8.0058E-17
  5.7743E-17 4.1461E-17 2.9774E-17 2.1352E-17 1.5297E-17 1.0952E-17 7.8371E-18
  5.6068E-18 4.0108E-18 2.8696E-18 2.0538E-18 1.4707E-18 1.0541E-18 7.5628E-19
  5.4338E-19 3.9113E-19 2.8217E-19 2.0414E-19 1.4822E-19 1.0802E-19 7.9135E-20
 30000101.0600 -3.0748E-02  9.6218E-15  8.5782E-15  7.6485E-15  6.8202E-15
  6.0824E-15 5.4252E-15 4.8399E-15 4.3188E-15 3.8548E-15 3.4417E-15 3.0742E-15
  2.7473E-15 2.4568E-15 2.1986E-15 1.9693E-15 1.7659E-15 1.5856E-15 1.4258E-15
  1.2844E-15 1.1592E-15 1.0485E-15 9.5057E-16 8.6388E-16 7.8711E-16 7.1904E-16
  6.5860E-16 6.0483E-16 5.5683E-16 5.1378E-16 4.7492E-16 4.3959E-16 4.0719E-16
  3.7725E-16 3.4934E-16 3.2314E-16 2.9864E-16 2.7892E-16 2.8493E-16 3.8829E-16
  7.2289E-16 1.4104E-15 2.4343E-15 3.5967E-15 4.6133E-15 5.2576E-15 5.4410E-15
  5.2145E-15 4.6975E-15 4.0296E-15 3.3240E-15 2.6572E-15 2.0722E-15 1.5848E-15
  1.1929E-15 8.8707E-16 6.5267E-16 4.7675E-16 3.4610E-16 2.4948E-16 1.7945E-16
  1.2868E-16 9.2005E-17 6.5673E-17 4.6814E-17 3.3278E-17 2.3702E-17 1.6845E-17
  1.1966E-17 8.4959E-18 6.0307E-18 4.2801E-18 3.0375E-18 2.1558E-18 1.5302E-18
  1.0864E-18 7.7162E-19 5.4857E-19 3.8991E-19 2.7769E-19 1.9765E-19 1.4126E-19
 30000101.0700 -2.2253E-02  6.0222E-15  5.3696E-15  4.7883E-15  4.2704E-15
  3.8092E-15 3.3984E-15 3.0326E-15 2.7070E-15 2.4170E-15 2.1589E-15 1.9293E-15
  1.7251E-15 1.5435E-15 1.3822E-15 1.2390E-15 1.1120E-15 9.9933E-16 8.9952E-16
  8.1112E-16 7.3283E-16 6.6350E-16 6.0206E-16 5.4757E-16 4.9917E-16 4.5612E-16
  4.1775E-16 3.8348E-16 3.5276E-16 3.2511E-16 3.0008E-16 2.7727E-16 2.5635E-16
  2.3702E-16 2.1904E-16 2.0220E-16 1.8646E-16 1.7327E-16 1.7273E-16 2.1976E-16
  3.8025E-16 7.1500E-16 1.2173E-15 1.7904E-15 2.2937E-15 2.6144E-15 2.7069E-15
  2.5961E-15 2.3405E-15 2.0092E-15 1.6586E-15 1.3268E-15 1.0354E-15 7.9236E-16
  5.9682E-16 4.4409E-16 3.2691E-16 2.3895E-16 1.7358E-16 1.2515E-16 9.0072E-17
  6.4630E-17 4.6233E-17 3.3019E-17 2.3554E-17 1.6742E-17 1.1941E-17 8.4919E-18
  6.0361E-18 4.2888E-18 3.0466E-18 2.1639E-18 1.5369E-18 1.0917E-18 7.7562E-19
  5.5123E-19 3.9193E-19 2.7904E-19 1.9855E-19 1.4166E-19 1.0096E-19 7.2365E-20
 30000101.0800 -1.6850E-02  4.0465E-15  3.6085E-15  3.2183E-15  2.8708E-15
  2.5613E-15 2.2857E-15 2.0403E-15 1.8218E-15 1.6273E-15 1.4541E-15 1.3000E-15
  1.1629E-15 1.0410E-15 9.3271E-16 8.3657E-16 7.5126E-16 6.7560E-16 6.0853E-16
  5.4907E-16 4.9636E-16 4.4961E-16 4.0810E-16 3.7120E-16 3.3835E-16 3.0904E-16
  2.8285E-16 2.5940E-16 2.3833E-16 2.1934E-16 2.0213E-16 1.8644E-16 1.7207E-16
  1.5881E-16 1.4650E-16 1.3501E-16 1.2440E-16 1.1686E-16 1.2717E-16 2.0658E-16
  4.5238E-16 9.5508E-16 1.7059E-15 2.5628E-15 3.3177E-15 3.8027E-15 3.9507E-15
  3.7960E-15 3.4261E-15 2.9426E-15 2.4293E-15 1.9433E-15 1.5161E-15 1.1597E-15
  8.7306E-16 6.4918E-16 4.7772E-16 3.4891E-16 2.5324E-16 1.8266E-16 1.3137E-16
  9.4183E-17 6.7338E-17 4.8058E-17 3.4249E-17 2.4355E-17 1.7332E-17 1.2314E-17
  8.7442E-18 6.2064E-18 4.4037E-18 3.1239E-18 2.2157E-18 1.5715E-18 1.1146E-18
  7.9065E-19 5.6093E-19 3.9818E-19 2.8261E-19 2.0081E-19 1.4264E-19 1.0158E-19
 30000101.0900 -1.3200E-02  2.8660E-15  2.5561E-15  2.2802E-15  2.0345E-15
  1.8157E-15 1.6208E-15 1.4474E-15 1.2929E-15 1.1554E-15 1.0329E-15 9.2379E-16
  8.2671E-16 7.4037E-16 6.6362E-16 5.9545E-16 5.3493E-16 4.8122E-16 4.3357E-16
  3.9129E-16 3.5376E-16 3.2042E-16 2.9077E-16 2.6437E-16 2.4082E-16 2.1978E-16
  2.0094E-16 1.8405E-16 1.6887E-16 1.5517E-16 1.4277E-16 1.3147E-16 1.2114E-16
  1.1163E-16 1.0282E-16 9.4635E-17 8.7482E-17 8.7958E-17 1.3956E-16 3.9314E-16
  1.1359E-15 2.6361E-15 4.8695E-15 7.4174E-15 9.6652E-15 1.1115E-14 1.1572E-14
  1.1130E-14 1.0052E-14 8.6354E-15 7.1295E-15 5.7029E-15 4.4488E-15 3.4020E-15
  2.5606E-15 1.9033E-15 1.4005E-15 1.0224E-15 7.4176E-16 5.3527E-16 3.8484E-16
  2.7581E-16 1.9717E-16 1.4067E-16 1.0021E-16 7.1280E-17 5.0670E-17 3.5985E-17
  2.5540E-17 1.8118E-17 1.2848E-17 9.1086E-18 6.4559E-18 4.5750E-18 3.2417E-18
  2.2969E-18 1.6274E-18 1.1531E-18 8.1698E-19 5.7899E-19 4.1030E-19 2.9091E-19
 30000101.1000 -1.0619E-02  2.1138E-15  1.8857E-15  1.6825E-15  1.5016E-15
  1.3406E-15 1.1973E-15 1.0696E-15 9.5594E-16 8.5466E-16 7.6441E-16 6.8398E-16
  6.1234E-16 5.4856E-16 4.9182E-16 4.4139E-16 3.9658E-16 3.5678E-16 3.2144E-16
  2.9005E-16 2.6215E-16 2.3734E-16 2.1524E-16 1.9555E-16 1.7796E-16 1.6222E-16
  1.4813E-16 1.3549E-16 1.2413E-16 1.1389E-16 1.0462E-16 9.6201E-17 8.8509E-17
  8.1446E-17 7.4923E-17 6.8902E-17 6.4468E-17 7.7107E-17 2.0857E-16 8.1238E-16
  2.5628E-15 6.0913E-15 1.1344E-14 1.7339E-14 2.2632E-14 2.6053E-14 2.7140E-14
  2.6114E-14 2.3590E-14 2.0269E-14 1.6736E-14 1.3388E-14 1.0444E-14 7.9865E-15
  6.0112E-15 4.4679E-15 3.2876E-15 2.4000E-15 1.7411E-15 1.2566E-15 9.0343E-16
  6.4745E-16 4.6283E-16 3.3020E-16 2.3520E-16 1.6732E-16 1.1892E-16 8.4447E-17
  5.9931E-17 4.2512E-17 3.0143E-17 2.1367E-17 1.5142E-17 1.0728E-17 7.6002E-18
  5.3836E-18 3.8131E-18 2.7007E-18 1.9127E-18 1.3546E-18 9.5934E-19 6.7948E-19
 30110101.0210 -2.6558E-01  2.0848E-12  1.8580E-12  1.6558E-12  1.4757E-12
  1.3151E-12 1.1719E-12 1.0443E-12 9.3062E-13 8.2923E-13 7.3885E-13 6.5827E-13
  5.8642E-13 5.2234E-13 4.6519E-13 4.1421E-13 3.6872E-13 3.2812E-13 2.9188E-13
  2.5952E-13 2.3060E-13 2.0476E-13 1.8164E-13 1.6095E-13 1.4241E-13 1.2579E-13
  1.1088E-13 9.7493E-14 8.5470E-14 7.4673E-14 6.4981E-14 5.6292E-14 4.8518E-14
  4.1582E-14 3.5418E-14 2.9968E-14 2.5177E-14 2.1000E-14 1.7400E-14 1.4378E-14
  1.1968E-14 1.0188E-14 8.9669E-15 8.1316E-15 7.4697E-15 6.8141E-15 6.0679E-15
  5.2636E-15 4.4243E-15 3.6235E-15 2.8967E-15 2.2623E-15 1.7368E-15 1.3170E-15
  9.8511E-16 7.3164E-16 5.3538E-16 3.9197E-16 2.8574E-16 2.0285E-16 1.4640E-16
  1.0542E-16 7.5398E-17 5.4068E-17 3.8734E-17 2.7730E-17 1.9844E-17 1.4200E-17
  1.0163E-17 7.2779E-18 5.2159E-18 3.7424E-18 2.6893E-18 1.9364E-18 1.3979E-18
  1.0122E-18 7.3579E-19 5.3734E-19 3.9459E-19 2.9168E-19 2.1725E-19 1.6325E-19
 30110101.0310 -1.1592E-01  7.0785E-13  6.3085E-13  5.6223E-13  5.0107E-13
  4.4655E-13 3.9797E-13 3.5466E-13 3.1605E-13 2.8164E-13 2.5097E-13 2.2362E-13
  1.9924E-13 1.7750E-13 1.5812E-13 1.4084E-13 1.2543E-13 1.1168E-13 9.9412E-14
  8.8465E-14 7.8691E-14 6.9961E-14 6.2157E-14 5.5175E-14 4.8921E-14 4.3310E-14
  3.8268E-14 3.3729E-14 2.9640E-14 2.5954E-14 2.2633E-14 1.9645E-14 1.6962E-14
  1.4560E-14 1.2418E-14 1.0518E-14 8.8438E-15 7.3837E-15 6.1487E-15 5.2066E-15
  4.6856E-15 4.6856E-15 5.1493E-15 5.8359E-15 6.4337E-15 6.7074E-15 6.5656E-15
  6.0711E-15 5.3366E-15 4.5020E-15 3.6708E-15 2.9093E-15 2.2553E-15 1.7186E-15
  1.2904E-15 9.5876E-16 7.0441E-16 5.1492E-16 3.7436E-16 2.6908E-16 1.9388E-16
  1.3932E-16 9.9746E-17 7.1374E-17 5.1024E-17 3.6433E-17 2.5979E-17 1.8524E-17
  1.3204E-17 9.4099E-18 6.7065E-18 4.7805E-18 3.4089E-18 2.4322E-18 1.7366E-18
  1.2412E-18 8.8834E-19 6.3675E-19 4.5741E-19 3.2942E-19 2.3801E-19 1.7270E-19
 30110101.0410 -6.4545E-02  3.2273E-13  2.8763E-13  2.5635E-13  2.2847E-13
  2.0362E-13 1.8147E-13 1.6173E-13 1.4413E-13 1.2844E-13 1.1446E-13 1.0199E-13
  9.0877E-14 8.0966E-14 7.2129E-14 6.4248E-14 5.7219E-14 5.0948E-14 4.5352E-14
  4.0357E-14 3.5895E-14 3.1907E-14 2.8340E-14 2.5147E-14 2.2285E-14 1.9717E-14
  1.7410E-14 1.5336E-14 1.3469E-14 1.1788E-14 1.0275E-14 8.9129E-15 7.6900E-15
  6.5952E-15 5.6191E-15 4.7537E-15 3.9915E-15 3.3260E-15 2.7538E-15 2.2800E-15
  1.9199E-15 1.6854E-15 1.5647E-15 1.5167E-15 1.4871E-15 1.4329E-15 1.3321E-15
  1.1925E-15 1.0263E-15 8.5468E-16 6.9158E-16 5.4547E-16 4.2191E-16 3.2160E-16
  2.4173E-16 1.8011E-16 1.3253E-16 9.7282E-17 7.1074E-17 5.1011E-17 3.6933E-17
  2.6673E-17 1.9171E-17 1.3792E-17 9.9160E-18 7.1307E-18 5.1056E-18 3.6623E-18
  2.6267E-18 1.8840E-18 1.3518E-18 9.7035E-19 6.9711E-19 5.0133E-19 3.6103E-19
  2.6044E-19 1.8830E-19 1.3645E-19 9.9300E-20 7.2515E-20 5.3206E-20 3.9265E-20
 30110101.0510 -4.1053E-02  1.7596E-13  1.5683E-13  1.3977E-13  1.2458E-13
  1.1103E-13 9.8960E-14 8.8199E-14 7.8607E-14 7.0056E-14 6.2432E-14 5.5634E-14
  4.9572E-14 4.4167E-14 3.9346E-14 3.5047E-14 3.1211E-14 2.7789E-14 2.4735E-14
  2.2008E-14 1.9571E-14 1.7393E-14 1.5444E-14 1.3698E-14 1.2133E-14 1.0728E-14
  9.4653E-15 8.3300E-15 7.3084E-15 6.3889E-15 5.5614E-15 4.8177E-15 4.1506E-15
  3.5542E-15 3.0234E-15 2.5537E-15 2.1408E-15 1.7812E-15 1.4732E-15 1.2213E-15
  1.0375E-15 9.3200E-16 8.9863E-16 9.0966E-16 9.2732E-16 9.2091E-16 8.7545E-16
  7.9605E-16 6.9288E-16 5.8155E-16 4.7311E-16 3.7465E-16 2.9057E-16 2.2180E-16
  1.6688E-16 1.2436E-16 9.1563E-17 6.7170E-17 4.9026E-17 3.5256E-17 2.5501E-17
  1.8396E-17 1.3214E-17 9.4951E-18 6.8168E-18 4.8957E-18 3.4999E-18 2.5065E-18
  1.7946E-18 1.2849E-18 9.2009E-19 6.5908E-19 4.7239E-19 3.3885E-19 2.4332E-19
  1.7496E-19 1.2604E-19 9.0941E-20 6.5873E-20 4.7842E-20 3.4881E-20 2.5550E-20
 30110101.0610 -2.8386E-02  1.0711E-13  9.5468E-14  8.5092E-14  7.5845E-14
  6.7603E-14 6.0258E-14 5.3710E-14 4.7872E-14 4.2667E-14 3.8024E-14 3.3884E-14
  3.0191E-14 2.6897E-14 2.3958E-14 2.1336E-14 1.8997E-14 1.6908E-14 1.5044E-14
  1.3379E-14 1.1890E-14 1.0559E-14 9.3674E-15 8.2997E-15 7.3423E-15 6.4830E-15
  5.7111E-15 5.0175E-15 4.3939E-15 3.8336E-15 3.3302E-15 2.8788E-15 2.4750E-15
  2.1150E-15 1.7955E-15 1.5136E-15 1.2666E-15 1.0521E-15 8.7003E-16 7.2590E-16
  6.3275E-16 6.0251E-16 6.3128E-16 6.9387E-16 7.5461E-16 7.8411E-16 7.6927E-16
  7.1433E-16 6.3111E-16 5.3503E-16 4.3822E-16 3.4878E-16 2.7136E-16 2.0738E-16
  1.5610E-16 1.1618E-16 8.5529E-17 6.2583E-17 4.5526E-17 3.2801E-17 2.3647E-17
  1.6992E-17 1.2168E-17 8.7117E-18 6.2059E-18 4.4575E-18 3.1664E-18 2.2565E-18
  1.6074E-18 1.1446E-18 8.1504E-19 5.8034E-19 4.1332E-19 2.9445E-19 2.0987E-19
  1.4971E-19 1.0689E-19 7.6164E-20 5.4731E-20 3.9246E-20 2.8400E-20 2.0246E-20
 30110101.0710 -2.0790E-02  7.0796E-14  6.3105E-14  5.6251E-14  5.0143E-14
  4.4699E-14 3.9846E-14 3.5521E-14 3.1663E-14 2.8223E-14 2.5153E-14 2.2414E-14
  1.9969E-14 1.7788E-14 1.5840E-14 1.4102E-14 1.2551E-14 1.1165E-14 9.9278E-15
  8.8220E-15 7.8333E-15 6.9488E-15 6.1570E-15 5.4476E-15 4.8117E-15 4.2413E-15
  3.7294E-15 3.2701E-15 2.8579E-15 2.4883E-15 2.1571E-15 1.8609E-15 1.5966E-15
  1.3617E-15 1.1539E-15 9.7106E-16 8.1134E-16 6.7382E-16 5.6287E-16 4.9811E-16
  5.1851E-16 6.6040E-16 9.1874E-16 1.2327E-15 1.5136E-15 1.6891E-15 1.7301E-15
  1.6489E-15 1.4814E-15 1.2690E-15 1.0462E-15 8.3643E-16 6.5258E-16 4.9938E-16
  3.7621E-16 2.7998E-16 2.0625E-16 1.5081E-16 1.0959E-16 7.9156E-17 5.7012E-17
  4.0929E-17 2.9303E-17 2.0951E-17 1.4931E-17 1.0683E-17 7.5881E-18 5.3996E-18
  3.8401E-18 2.7298E-18 1.9399E-18 1.3782E-18 9.7906E-19 6.9543E-19 4.9398E-19
  3.5094E-19 2.4936E-19 1.7689E-19 1.2603E-19 8.9634E-20 6.4019E-20 4.5309E-20
 30110101.0810 -1.5880E-02  4.9673E-14  4.4281E-14  3.9476E-14  3.5194E-14
  3.1378E-14 2.7976E-14 2.4943E-14 2.2238E-14 1.9824E-14 1.7669E-14 1.5744E-14
  1.4025E-14 1.2489E-14 1.1118E-14 9.8932E-15 8.7992E-15 7.8220E-15 6.9489E-15
  6.1684E-15 5.4706E-15 4.8463E-15 4.2876E-15 3.7873E-15 3.3393E-15 2.9379E-15
  2.5783E-15 2.2562E-15 1.9678E-15 1.7098E-15 1.4793E-15 1.2737E-15 1.0909E-15
  9.2878E-16 7.8577E-16 6.6030E-16 5.5101E-16 4.5803E-16 3.8973E-16 3.7849E-16
  4.8733E-16 7.7535E-16 1.2365E-15 1.7762E-15 2.2559E-15 2.5625E-15 2.6506E-15
  2.5407E-15 2.2903E-15 1.9658E-15 1.6224E-15 1.2978E-15 1.0127E-15 7.7474E-16
  5.8345E-16 4.3396E-16 3.1953E-16 2.3346E-16 1.6951E-16 1.2241E-16 8.8086E-17
  6.3184E-17 4.5204E-17 3.2286E-17 2.3004E-17 1.6413E-17 1.1661E-17 8.2896E-18
  5.8893E-18 4.1820E-18 2.9686E-18 2.1067E-18 1.4947E-18 1.0603E-18 7.5215E-19
  5.3353E-19 3.7847E-19 2.6823E-19 1.9052E-19 1.3519E-19 9.6127E-20 6.8033E-20
 30110101.0910 -1.2525E-02  3.6435E-14  3.2484E-14  2.8964E-14  2.5828E-14
  2.3032E-14 2.0541E-14 1.8319E-14 1.6336E-14 1.4566E-14 1.2983E-14 1.1569E-14
  1.0304E-14 9.1735E-15 8.1626E-15 7.2591E-15 6.4516E-15 5.7298E-15 5.0847E-15
  4.5080E-15 3.9924E-15 3.5313E-15 3.1189E-15 2.7500E-15 2.4200E-15 2.1250E-15
  1.8611E-15 1.6254E-15 1.4148E-15 1.2270E-15 1.0596E-15 9.1074E-16 7.7871E-16
  6.6200E-16 5.5928E-16 4.6942E-16 3.9290E-16 3.5014E-16 4.8081E-16 1.2724E-15
  3.6554E-15 8.5010E-15 1.5733E-14 2.3996E-14 3.1293E-14 3.6007E-14 3.7500E-14
  3.6078E-14 3.2589E-14 2.7999E-14 2.3118E-14 1.8493E-14 1.4426E-14 1.1032E-14
  8.3035E-15 6.1716E-15 4.5415E-15 3.3154E-15 2.4052E-15 1.7361E-15 1.2482E-15
  8.9453E-16 6.3948E-16 4.5625E-16 3.2499E-16 2.3123E-16 1.6433E-16 1.1670E-16
  8.2823E-17 5.8751E-17 4.1659E-17 2.9530E-17 2.0927E-17 1.4828E-17 1.0504E-17
  7.4407E-18 5.2700E-18 3.7322E-18 2.6432E-18 1.8718E-18 1.3256E-18 9.3859E-19
 30110101.1010 -1.0131E-02  2.7678E-14  2.4682E-14  2.2012E-14  1.9634E-14
  1.7514E-14 1.5625E-14 1.3939E-14 1.2435E-14 1.1090E-14 9.8874E-15 8.8104E-15
  7.8459E-15 6.9824E-15 6.2095E-15 5.5180E-15 4.8996E-15 4.3466E-15 3.8523E-15
  3.4104E-15 3.0155E-15 2.6626E-15 2.3473E-15 2.0657E-15 1.8143E-15 1.5899E-15
  1.3898E-15 1.2114E-15 1.0524E-15 9.1106E-16 7.8543E-16 6.7401E-16 5.7544E-16
  4.8853E-16 4.1222E-16 3.4558E-16 2.8822E-16 2.4582E-16 2.6017E-16 4.7829E-16
  1.1813E-15 2.6322E-15 4.8077E-15 7.2969E-15 9.4960E-15 1.0915E-14 1.1362E-14
  1.0927E-14 9.8686E-15 8.4778E-15 6.9993E-15 5.5989E-15 4.3677E-15 3.3401E-15
  2.5140E-15 1.8686E-15 1.3751E-15 1.0039E-15 7.2833E-16 5.2572E-16 3.7799E-16
  2.7091E-16 1.9368E-16 1.3819E-16 9.8436E-17 7.0049E-17 4.9781E-17 3.5355E-17
  2.5093E-17 1.7801E-17 1.2623E-17 8.9486E-18 6.3421E-18 4.4940E-18 3.1839E-18
  2.2555E-18 1.5977E-18 1.1315E-18 8.0150E-19 5.6765E-19 4.0212E-19 2.8469E-19
 30200101.0320 -1.1126E-01  7.0604E-13  6.2914E-13  5.6059E-13  4.9947E-13
  4.4499E-13 3.9640E-13 3.5308E-13 3.1444E-13 2.7997E-13 2.4921E-13 2.2176E-13
  1.9725E-13 1.7536E-13 1.5580E-13 1.3831E-13 1.2267E-13 1.0866E-13 9.6113E-14
  8.4858E-14 7.4755E-14 6.5678E-14 5.7518E-14 5.0179E-14 4.3578E-14 3.7646E-14
  3.2324E-14 2.7564E-14 2.3325E-14 1.9575E-14 1.6281E-14 1.3413E-14 1.0942E-14
  8.8357E-15 7.0615E-15 5.5854E-15 4.3733E-15 3.3937E-15 2.6317E-15 2.1133E-15
  1.9091E-15 2.0741E-15 2.5598E-15 3.1941E-15 3.7567E-15 4.0805E-15 4.1035E-15
  3.8593E-15 3.4325E-15 2.9169E-15 2.3892E-15 1.8999E-15 1.4755E-15 1.1246E-15
  8.4424E-16 6.2628E-16 4.6014E-16 3.3554E-16 2.4322E-16 1.7541E-16 1.2605E-16
  9.0309E-17 6.4541E-17 4.6042E-17 3.2795E-17 2.3328E-17 1.6583E-17 1.1777E-17
  8.3595E-18 5.9308E-18 4.2061E-18 2.9822E-18 2.1139E-18 1.4982E-18 1.0617E-18
  7.5236E-19 5.3310E-19 3.7777E-19 2.6769E-19 1.8974E-19 1.3443E-19 9.5318E-20
 30200101.0420 -6.2569E-02  4.4442E-13  3.9602E-13  3.5288E-13  3.1442E-13
  2.8013E-13 2.4955E-13 2.2229E-13 1.9797E-13 1.7627E-13 1.5691E-13 1.3963E-13
  1.2420E-13 1.1042E-13 9.8098E-14 8.7084E-14 7.7229E-14 6.8405E-14 6.0497E-14
  5.3403E-14 4.7033E-14 4.1309E-14 3.6163E-14 3.1534E-14 2.7372E-14 2.3635E-14
  2.0284E-14 1.7291E-14 1.4628E-14 1.2273E-14 1.0205E-14 8.4053E-15 6.8543E-15
  5.5325E-15 4.4194E-15 3.4937E-15 2.7338E-15 2.1203E-15 1.6461E-15 1.3379E-15
  1.2628E-15 1.4807E-15 1.9656E-15 2.5795E-15 3.1328E-15 3.4748E-15 3.5447E-15
  3.3682E-15 3.0186E-15 2.5804E-15 2.1236E-15 1.6954E-15 1.3211E-15 1.0098E-15
  7.6018E-16 5.6535E-16 4.1637E-16 3.0434E-16 2.2111E-16 1.5981E-16 1.1510E-16
  8.2655E-17 5.9201E-17 4.2330E-17 3.0223E-17 2.1532E-17 1.5350E-17 1.0927E-17
  7.7735E-18 5.5277E-18 3.9294E-18 2.7924E-18 1.9840E-18 1.4094E-18 1.0011E-18
  7.1108E-19 5.0505E-19 3.5882E-19 2.5481E-19 1.8102E-19 1.2853E-19 9.1436E-20
 30200101.0520 -4.0043E-02  2.7377E-13  2.4396E-13  2.1739E-13  1.9370E-13
  1.7259E-13 1.5376E-13 1.3697E-13 1.2199E-13 1.0863E-13 9.6699E-14 8.6051E-14
  7.6542E-14 6.8047E-14 6.0454E-14 5.3664E-14 4.7589E-14 4.2148E-14 3.7271E-14
  3.2896E-14 2.8968E-14 2.5437E-14 2.2262E-14 1.9406E-14 1.6838E-14 1.4531E-14
  1.2464E-14 1.0618E-14 8.9759E-15 7.5249E-15 6.2519E-15 5.1449E-15 4.1919E-15
  3.3806E-15 2.6982E-15 2.1313E-15 1.6666E-15 1.2932E-15 1.0149E-15 8.7698E-16
  9.7610E-16 1.4020E-15 2.1357E-15 3.0128E-15 3.7972E-15 4.2979E-15 4.4374E-15
  4.2485E-15 3.8269E-15 3.2824E-15 2.7075E-15 2.1647E-15 1.6883E-15 1.2911E-15
  9.7190E-16 7.2259E-16 5.3191E-16 3.8850E-16 2.8199E-16 2.0364E-16 1.4650E-16
  1.0506E-16 7.5155E-17 5.3659E-17 3.8253E-17 2.7227E-17 1.9371E-17 1.3767E-17
  9.7784E-18 6.9420E-18 4.9265E-18 3.4951E-18 2.4790E-18 1.7580E-18 1.2465E-18
  8.8375E-19 6.2651E-19 4.4418E-19 3.1484E-19 2.2319E-19 1.5819E-19 1.1219E-19
 30200101.0620 -2.7800E-02  1.7709E-13  1.5781E-13  1.4064E-13  1.2532E-13
  1.1167E-13 9.9496E-14 8.8639E-14 7.8954E-14 7.0310E-14 6.2594E-14 5.5702E-14
  4.9546E-14 4.4043E-14 3.9124E-14 3.4724E-14 3.0785E-14 2.7257E-14 2.4094E-14
  2.1256E-14 1.8707E-14 1.6416E-14 1.4356E-14 1.2503E-14 1.0837E-14 9.3423E-15
  8.0035E-15 6.8090E-15 5.7483E-15 4.8122E-15 3.9923E-15 3.2807E-15 2.6692E-15
  2.1497E-15 1.7135E-15 1.3519E-15 1.0564E-15 8.2564E-16 6.9916E-16 8.3342E-16
  1.5313E-15 3.0727E-15 5.4217E-15 8.1199E-15 1.0503E-14 1.2034E-14 1.2504E-14
  1.2014E-14 1.0846E-14 9.3186E-15 7.6977E-15 6.1637E-15 4.8152E-15 3.6889E-15
  2.7827E-15 2.0736E-15 1.5303E-15 1.1208E-15 8.1585E-16 5.9104E-16 4.2655E-16
  3.0694E-16 2.2029E-16 1.5786E-16 1.1295E-16 8.0591E-17 5.7603E-17 4.1091E-17
  2.9294E-17 2.0874E-17 1.4868E-17 1.0587E-17 7.5372E-18 5.3647E-18 3.8177E-18
  2.7165E-18 1.9326E-18 1.3756E-18 9.7810E-19 6.9572E-19 4.9430E-19 3.5211E-19
 30200101.0720 -2.0421E-02  1.2120E-13  1.0802E-13  9.6267E-14  8.5793E-14
  7.6456E-14 6.8130E-14 6.0704E-14 5.4078E-14 4.8162E-14 4.2879E-14 3.8157E-14
  3.3937E-14 3.0164E-14 2.6788E-14 2.3768E-14 2.1063E-14 1.8640E-14 1.6467E-14
  1.4517E-14 1.2765E-14 1.1191E-14 9.7761E-15 8.5041E-15 7.3617E-15 6.3373E-15
  5.4213E-15 4.6052E-15 3.8818E-15 3.2447E-15 2.6879E-15 2.2056E-15 1.7920E-15
  1.4414E-15 1.1475E-15 9.0431E-16 7.0597E-16 5.5198E-16 4.7350E-16 5.9646E-16
  1.1757E-15 2.4689E-15 4.4863E-15 6.8689E-15 9.0444E-15 1.0518E-14 1.1063E-14
  1.0738E-14 9.7754E-15 8.4567E-15 7.0254E-15 5.6517E-15 4.4323E-15 3.4065E-15
  2.5767E-15 1.9245E-15 1.4231E-15 1.0440E-15 7.6116E-16 5.5216E-16 3.9899E-16
  2.8744E-16 2.0651E-16 1.4814E-16 1.0609E-16 7.5750E-17 5.4203E-17 3.8698E-17
  2.7611E-17 1.9690E-17 1.4037E-17 1.0003E-17 7.1267E-18 5.0763E-18 3.6153E-18
  2.5744E-18 1.8329E-18 1.3056E-18 9.2896E-19 6.6125E-19 4.7007E-19 3.3518E-19
 30200101.0820 -1.5634E-02  8.6860E-14  7.7421E-14  6.9008E-14  6.1510E-14
  5.4825E-14 4.8864E-14 4.3547E-14 3.8801E-14 3.4562E-14 3.0773E-14 2.7385E-14
  2.4354E-14 2.1641E-14 1.9214E-14 1.7040E-14 1.5092E-14 1.3347E-14 1.1781E-14
  1.0376E-14 9.1145E-15 7.9811E-15 6.9628E-15 6.0484E-15 5.2281E-15 4.4937E-15
  3.8380E-15 3.2551E-15 2.7395E-15 2.2864E-15 1.8912E-15 1.5497E-15 1.2575E-15
  1.0102E-15 8.0335E-16 6.3245E-16 4.9322E-16 3.8423E-16 3.2092E-16 3.6888E-16
  6.6114E-16 1.3307E-15 2.3789E-15 3.6146E-15 4.7377E-15 5.4920E-15 5.7628E-15
  5.5834E-15 5.0760E-15 4.3870E-15 3.6422E-15 2.9291E-15 2.2971E-15 1.7659E-15
  1.3364E-15 9.9878E-16 7.3916E-16 5.4280E-16 3.9617E-16 2.8773E-16 2.0817E-16
  1.5017E-16 1.0803E-16 7.7612E-17 5.5667E-17 3.9785E-17 2.8523E-17 2.0394E-17
  1.4573E-17 1.0408E-17 7.4306E-18 5.3031E-18 3.7838E-18 2.6992E-18 1.9251E-18
  1.3728E-18 9.7878E-19 6.9831E-19 4.9750E-19 3.5462E-19 2.5236E-19 1.8028E-19
 30200101.0920 -1.2352E-02  6.4659E-14  5.7641E-14  5.1387E-14  4.5813E-14
